Id;LotFrontage;LotArea;Street;Utilities;Condition1;YearBuilt;Heating;HeatingQC;CentralAir;1stFlrSF;2ndFlrSF;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;GarageCars;GarageArea;MoSold;YrSold;SaleType;SaleCondition;SalePrice
193;68;9017;Pave;AllPub;Norm;1999;GasA;Ex;Y;1431;0;2;0;3;1;Gd;6;2;666;9;2009;WD;Normal;192000
194;24;2522;Pave;AllPub;Norm;2004;GasA;Ex;Y;970;739;2;0;3;1;Gd;7;2;380;5;2006;WD;Normal;130000
195;60;7180;Pave;AllPub;Norm;1972;GasA;TA;Y;864;0;1;0;3;1;TA;5;1;352;5;2008;WD;Normal;127000
196;24;2280;Pave;AllPub;Norm;1976;GasA;TA;Y;855;601;2;1;3;1;TA;7;2;440;7;2009;WD;Normal;148500
197;79;9416;Pave;AllPub;Norm;2007;GasA;Ex;Y;1726;0;2;0;3;1;Ex;8;3;786;9;2007;New;Partial;311872
198;174;25419;Pave;AllPub;Artery;1918;GasA;Gd;Y;1360;1360;2;0;4;1;Gd;8;2;795;3;2006;WD;Abnorml;235000
199;92;5520;Pave;AllPub;Norm;1912;GasA;Ex;Y;929;929;1;0;5;1;TA;8;0;0;7;2009;WD;Abnorml;104000
200;76;9591;Pave;AllPub;Norm;2004;GasA;Ex;Y;1713;0;2;0;3;1;Ex;7;3;856;1;2009;WD;Normal;274900
201;80;8546;Pave;AllPub;Norm;2003;GasA;Ex;Y;1121;0;2;0;2;1;TA;5;2;440;3;2010;WD;Normal;140000
202;75;10125;Pave;AllPub;Norm;1977;GasA;TA;Y;1279;0;2;0;3;1;TA;6;2;473;2;2008;WD;Normal;171500
203;50;7000;Pave;AllPub;Artery;1924;GasA;Gd;Y;865;445;2;0;2;1;TA;6;1;398;5;2006;COD;Normal;112000
204;NA;4438;Pave;AllPub;Norm;2004;GasA;Ex;Y;848;0;1;0;1;1;Gd;3;2;420;1;2008;WD;Normal;149000
205;50;3500;Pave;AllPub;Norm;1947;GasA;TA;Y;720;564;1;1;2;1;TA;5;1;240;4;2009;WD;Normal;110000
206;99;11851;Pave;AllPub;Norm;1990;GasA;Ex;Y;1442;0;2;0;3;1;TA;5;2;500;5;2009;WD;Normal;180500
207;40;13673;Pave;AllPub;RRAe;1962;GasA;TA;Y;1696;0;1;1;3;1;TA;8;1;349;3;2007;WD;Normal;143900
208;NA;12493;Pave;AllPub;Norm;1960;GasA;TA;Y;1100;0;1;0;3;1;TA;6;1;312;4;2008;WD;Normal;141000
209;NA;14364;Pave;AllPub;Norm;1988;GasA;Ex;Y;1180;882;2;1;3;1;TA;7;2;454;4;2007;WD;Normal;277000
210;75;8250;Pave;AllPub;Norm;1964;GasA;Ex;Y;1092;0;1;0;3;1;TA;6;2;504;7;2008;WD;Normal;145000
211;67;5604;Pave;AllPub;Norm;1925;GasA;TA;N;864;0;1;0;2;1;TA;5;0;0;4;2008;WD;Normal;98000
212;83;10420;Pave;AllPub;Norm;2009;GasA;Ex;Y;1212;0;2;0;3;1;Gd;6;2;460;3;2010;WD;Normal;186000
213;72;8640;Pave;AllPub;Norm;2009;GasA;Ex;Y;932;920;2;1;3;1;Gd;7;2;644;7;2009;New;Partial;252678
214;43;13568;Pave;AllPub;Norm;1995;GasA;Ex;Y;990;0;1;0;3;1;TA;5;2;576;7;2006;WD;Normal;156000
215;NA;10900;Pave;AllPub;Norm;1977;GasA;Ex;Y;689;703;1;1;3;1;TA;6;1;299;3;2010;WD;Normal;161750
216;72;10011;Pave;AllPub;Norm;1957;GasA;TA;Y;1236;0;1;0;2;1;Gd;6;1;447;5;2006;WD;Normal;134450
217;65;8450;Pave;AllPub;Norm;2004;GasA;Ex;Y;1436;0;2;0;3;1;Gd;8;2;484;4;2008;WD;Normal;210000
218;57;9906;Pave;AllPub;Norm;1925;GasA;Fa;N;810;518;1;0;3;1;TA;8;1;210;9;2006;WD;Family;107000
219;NA;15660;Pave;AllPub;Norm;1939;GasA;Ex;Y;1137;817;1;1;3;1;Gd;8;2;431;5;2008;WD;Normal;311500
220;43;3010;Pave;AllPub;Norm;2005;GasA;Ex;Y;1248;0;2;0;2;1;Gd;5;2;438;3;2006;New;Partial;167240
221;73;8990;Pave;AllPub;Norm;2006;GasA;Ex;Y;1498;0;2;0;2;1;Gd;5;2;675;4;2006;New;Partial;204900
222;NA;8068;Pave;AllPub;Norm;2002;GasA;Ex;Y;1010;1257;2;1;4;1;Gd;8;2;390;12;2009;ConLI;Normal;200000
223;85;11475;Pave;AllPub;RRAn;1975;GasA;TA;Y;811;741;2;1;3;1;TA;6;2;434;2;2006;WD;Normal;179900
224;70;10500;Pave;AllPub;Norm;1971;GasA;Gd;Y;864;0;1;0;2;1;TA;4;2;576;3;2009;WD;Abnorml;97000
225;103;13472;Pave;AllPub;Norm;2003;GasA;Ex;Y;2392;0;2;0;3;1;Ex;8;3;968;6;2009;WD;Normal;386250
226;21;1680;Pave;AllPub;Norm;1971;GasA;TA;Y;630;672;2;1;3;1;TA;6;1;280;5;2009;COD;Abnorml;112000
227;82;9950;Pave;AllPub;Norm;1995;GasA;Ex;Y;1214;1306;2;1;4;1;Gd;9;3;721;6;2007;WD;Abnorml;290000
228;21;1869;Pave;AllPub;Norm;1970;GasA;TA;Y;483;504;1;1;2;1;TA;5;1;280;9;2008;WD;Normal;106000
229;70;8521;Pave;AllPub;Feedr;1967;GasA;TA;Y;912;0;1;0;3;1;TA;5;1;336;5;2010;WD;Normal;125000
230;43;3182;Pave;AllPub;Norm;2005;GasA;Ex;Y;1555;0;2;0;2;1;Gd;7;2;430;5;2009;WD;Normal;192500
231;73;8760;Pave;AllPub;Norm;1959;GasA;TA;Y;1194;0;1;0;3;1;TA;6;1;312;4;2010;WD;Normal;148000
232;174;15138;Pave;AllPub;Norm;1995;GasA;Ex;Y;1490;1304;2;1;4;1;Ex;9;3;810;7;2009;WD;Normal;403000
233;21;1680;Pave;AllPub;Norm;1972;GasA;TA;Y;483;504;1;1;2;1;TA;5;1;288;6;2006;WD;Normal;94500
234;75;10650;Pave;AllPub;Norm;1976;GasA;TA;Y;894;0;1;0;3;1;TA;5;1;308;2;2010;WD;Normal;128200
235;NA;7851;Pave;AllPub;Norm;2002;GasA;Ex;Y;860;1100;2;1;4;1;Gd;8;2;440;5;2010;WD;Normal;216500
236;21;1680;Pave;AllPub;Norm;1971;GasA;TA;Y;483;504;1;1;2;1;TA;5;1;264;8;2008;WD;Normal;89500
237;65;8773;Pave;AllPub;Norm;2004;GasA;Ex;Y;1414;0;2;0;3;1;Gd;6;2;494;5;2010;WD;Normal;185500
238;NA;9453;Pave;AllPub;RRNe;1993;GasA;Ex;Y;1014;730;2;1;3;1;Gd;7;2;457;2;2010;WD;Normal;194500
239;93;12030;Pave;AllPub;Norm;2007;GasA;Ex;Y;1694;0;2;0;3;1;Gd;7;3;818;12;2007;New;Partial;318000
240;52;8741;Pave;AllPub;Norm;1945;GasA;TA;Y;798;689;1;1;3;1;TA;7;1;220;4;2010;WD;Normal;113000
241;75;9000;Pave;AllPub;Norm;2008;GasA;Ex;Y;1566;0;2;0;3;1;Gd;7;2;750;4;2010;WD;Normal;262500
242;40;3880;Pave;AllPub;Norm;1945;GasA;Gd;Y;866;0;1;0;2;1;Gd;4;0;0;8;2007;WD;Normal;110500
243;63;5000;Pave;AllPub;Norm;1900;GasA;Gd;N;889;551;1;0;3;1;TA;6;1;352;4;2006;WD;Normal;79000
244;75;10762;Pave;AllPub;Norm;1980;GasA;TA;Y;626;591;1;1;3;1;TA;6;1;288;4;2009;WD;Normal;120000
245;NA;8880;Pave;AllPub;Norm;1994;GasA;Ex;Y;1222;888;2;1;3;1;Gd;8;2;463;5;2010;WD;Normal;205000
246;80;10400;Pave;AllPub;Norm;1988;GasA;Gd;Y;1872;0;2;0;3;1;TA;6;2;604;6;2006;WD;Normal;241500
247;69;9142;Pave;AllPub;Norm;1910;GasA;Gd;N;908;1020;2;0;4;2;Fa;9;1;440;4;2006;WD;Normal;137000
248;75;11310;Pave;AllPub;Norm;1954;GasA;Ex;Y;1375;0;1;0;2;1;TA;5;2;451;6;2006;WD;Normal;140000
249;72;11317;Pave;AllPub;Norm;2003;GasA;Ex;Y;840;828;2;1;3;1;Gd;8;2;500;9;2007;WD;Normal;180000
250;NA;159000;Pave;AllPub;Norm;1958;GasA;Gd;Y;1444;700;2;0;4;1;Gd;7;2;389;6;2007;WD;Normal;277000
251;55;5350;Pave;AllPub;Norm;1940;GasA;Ex;Y;1306;0;1;0;3;1;Fa;6;0;0;5;2010;WD;Normal;76500
252;44;4750;Pave;AllPub;Norm;2006;GasA;Ex;Y;1625;0;2;0;2;1;Gd;5;2;538;12;2007;WD;Family;235000
253;65;8366;Pave;AllPub;Norm;2004;GasA;Ex;Y;798;842;2;1;3;1;Gd;6;2;520;12;2008;WD;Normal;173000
254;85;9350;Pave;AllPub;Norm;1964;GasA;Ex;Y;1302;0;2;0;3;1;Gd;7;1;309;10;2007;CWD;Normal;158000
255;70;8400;Pave;AllPub;Norm;1957;GasA;TA;Y;1314;0;1;0;3;1;TA;5;1;294;6;2010;WD;Normal;145000
256;66;8738;Pave;AllPub;Norm;1999;GasA;Ex;Y;1005;1286;2;1;4;1;Gd;8;2;429;2;2006;WD;Normal;230000
257;64;8791;Pave;AllPub;Norm;2003;GasA;Ex;Y;864;864;2;1;3;1;Gd;7;2;673;5;2008;WD;Normal;207500
258;68;8814;Pave;AllPub;Norm;2006;GasA;Ex;Y;1604;0;2;1;3;1;Gd;8;2;660;3;2009;WD;Abnorml;220000
259;80;12435;Pave;AllPub;Norm;2001;GasA;Ex;Y;963;829;2;1;3;1;Gd;7;2;564;5;2008;WD;Normal;231500
260;70;12702;Pave;AllPub;Norm;1956;GasA;Gd;Y;882;0;1;0;2;1;TA;4;1;308;12;2008;WD;Normal;97000
261;120;19296;Pave;AllPub;Artery;1962;GasA;TA;Y;1382;0;1;0;3;1;TA;6;2;884;5;2009;WD;Normal;176000
262;69;9588;Pave;AllPub;Norm;2007;GasA;Ex;Y;1482;1092;2;1;3;1;Ex;10;3;868;11;2007;New;Partial;276000
263;88;8471;Pave;AllPub;Norm;1977;GasA;TA;Y;1212;0;1;0;3;1;TA;6;2;492;7;2006;WD;Normal;151000
264;50;5500;Pave;AllPub;Norm;1929;GasA;TA;Y;926;0;1;0;3;1;TA;6;2;484;4;2010;WD;Normal;130000
265;30;5232;Pave;AllPub;Artery;1925;GasA;Gd;N;764;0;1;0;2;1;TA;4;2;504;6;2008;WD;Normal;73000
266;78;12090;Pave;AllPub;Norm;1981;GasA;TA;Y;1422;0;2;0;3;1;Gd;7;2;576;6;2008;WD;Normal;175500
267;70;11207;Pave;AllPub;Norm;1997;GasA;Gd;Y;802;709;2;1;3;1;TA;8;2;413;6;2006;WD;Normal;185000
268;60;8400;Pave;AllPub;Norm;1939;GasA;Ex;Y;1052;720;2;1;4;1;Gd;8;1;240;7;2008;WD;Normal;179500
269;71;6900;Pave;AllPub;Norm;1940;GasA;Ex;Y;778;0;1;0;2;1;TA;4;1;924;2;2008;WD;Normal;120500
270;NA;7917;Pave;AllPub;Norm;1976;GasA;TA;Y;1113;0;1;1;3;1;TA;6;1;504;5;2007;WD;Normal;148000
271;84;10728;Pave;AllPub;Norm;2006;GasA;Gd;Y;1095;844;2;1;3;1;Gd;8;3;1053;8;2006;New;Partial;266000
272;73;39104;Pave;AllPub;Norm;1954;GasA;Ex;Y;1363;0;1;0;2;1;TA;5;2;439;4;2008;WD;Normal;241500
273;92;11764;Pave;AllPub;Norm;1999;GasA;Ex;Y;1164;1106;2;1;4;1;Gd;9;3;671;4;2010;WD;Normal;290000
274;80;9600;Pave;AllPub;Feedr;1958;GasA;Gd;Y;1632;0;2;0;3;1;TA;6;1;338;4;2009;WD;Normal;139000
275;76;8314;Pave;AllPub;Norm;1982;GasA;TA;Y;816;0;1;0;2;1;TA;5;1;264;6;2007;WD;Normal;124500
276;55;7264;Pave;AllPub;Norm;1925;GasW;Gd;N;952;596;2;1;3;1;Ex;5;2;672;10;2009;WD;Normal;205000
277;129;9196;Pave;AllPub;Norm;2003;GasA;Ex;Y;1560;0;2;0;3;1;Gd;7;2;573;4;2010;WD;Normal;201000
278;140;19138;Pave;AllPub;Norm;1951;GasA;Ex;Y;864;0;1;0;2;1;TA;4;2;400;6;2010;WD;Normal;141000
279;107;14450;Pave;AllPub;Norm;2006;GasA;Ex;Y;2121;0;2;1;3;1;Ex;8;3;732;5;2007;New;Partial;415298
280;83;10005;Pave;AllPub;Norm;1977;GasA;Ex;Y;1156;866;2;1;4;1;TA;8;2;505;3;2008;WD;Normal;192000
281;82;11287;Pave;AllPub;Norm;1989;GasA;Gd;Y;1175;807;2;1;3;1;Gd;7;2;575;1;2007;WD;Normal;228500
282;60;7200;Pave;AllPub;Norm;2006;GasA;Gd;Y;1262;0;2;0;2;1;Gd;5;2;572;5;2006;New;Partial;185000
283;34;5063;Pave;AllPub;Norm;2007;GasA;Ex;Y;1314;0;2;0;2;1;Gd;6;2;626;4;2009;ConLw;Normal;207500
284;74;9612;Pave;AllPub;Feedr;2008;GasA;Ex;Y;1468;0;2;0;3;1;Gd;6;3;898;12;2009;New;Partial;244600
285;50;8012;Pave;AllPub;Norm;1992;GasA;Gd;Y;1575;0;2;0;2;1;Gd;5;2;529;7;2007;WD;Normal;179200
286;35;4251;Pave;AllPub;Norm;2006;GasA;Ex;Y;625;625;2;1;2;1;Gd;5;2;528;6;2007;New;Partial;164700
287;77;9786;Pave;AllPub;Norm;1962;GasA;TA;Y;1085;649;1;1;3;1;Gd;7;2;440;6;2006;WD;Normal;159000
288;NA;8125;Pave;AllPub;Norm;1971;GasA;TA;Y;858;0;1;0;3;1;TA;5;0;0;6;2006;WD;Normal;88000
289;NA;9819;Pave;AllPub;Norm;1967;GasA;TA;Y;900;0;1;0;3;1;TA;5;1;280;2;2010;WD;Normal;122000
290;60;8730;Pave;AllPub;RRAn;1915;GasA;Ex;Y;698;698;1;0;3;1;TA;7;1;384;7;2007;WD;Normal;153575
291;120;15611;Pave;AllPub;Norm;2006;GasA;Ex;Y;1079;840;2;1;3;1;Gd;8;2;685;7;2006;New;Partial;233230
292;55;5687;Pave;AllPub;Norm;1912;GasA;Ex;N;936;780;2;0;6;1;Fa;9;0;0;3;2008;WD;Normal;135900
293;60;11409;Pave;AllPub;Norm;1949;GasA;Gd;Y;1148;568;1;1;3;1;TA;8;1;281;1;2009;WD;Normal;131000
294;NA;16659;Pave;AllPub;PosA;1977;GasA;Fa;Y;1468;795;2;1;3;1;Gd;9;2;539;3;2006;WD;Normal;235000
295;80;9600;Pave;AllPub;Norm;1953;GasA;TA;Y;1644;0;1;0;3;1;TA;7;2;418;10;2009;WD;Normal;167000
296;37;7937;Pave;AllPub;Norm;1984;GasA;TA;Y;1003;0;1;0;3;1;TA;6;2;588;3;2006;WD;Normal;142500
297;75;13710;Pave;AllPub;Norm;1950;GasA;TA;Y;910;648;1;1;4;1;TA;6;1;282;6;2007;WD;Normal;152000
298;66;7399;Pave;AllPub;Norm;1997;GasA;Ex;Y;975;975;2;1;3;1;Gd;7;2;576;6;2007;WD;Normal;239000
299;90;11700;Pave;AllPub;Norm;1968;GasA;Gd;Y;1041;702;1;2;3;1;TA;7;2;539;6;2007;WD;Normal;175000
300;80;14000;Pave;AllPub;Norm;1950;GasA;Ex;Y;1152;0;1;0;3;1;Gd;6;1;300;8;2009;WD;Family;158500
301;90;15750;Pave;AllPub;Norm;1953;GasA;TA;Y;1336;0;1;0;2;1;TA;5;1;375;6;2006;WD;Normal;157000
302;66;16226;Pave;AllPub;Norm;1998;GasA;Ex;Y;1210;1242;2;1;4;1;Gd;9;2;683;5;2007;WD;Normal;267000
303;118;13704;Pave;AllPub;Norm;2001;GasA;Ex;Y;1541;0;2;0;3;1;Gd;6;3;843;1;2006;WD;Normal;205000
304;70;9800;Pave;AllPub;Norm;1972;GasA;TA;Y;894;0;1;0;3;1;TA;5;2;552;7;2006;WD;Abnorml;149900
305;87;18386;Pave;AllPub;Norm;1880;GasA;Ex;Y;1675;1818;3;0;3;1;Gd;10;3;870;5;2008;WD;Normal;295000
306;80;10386;Pave;AllPub;Norm;2004;GasA;Ex;Y;2000;0;2;0;3;1;Gd;8;3;888;7;2007;WD;Normal;305900
307;116;13474;Pave;AllPub;Feedr;1990;GasA;Gd;Y;1122;1121;2;1;4;1;Gd;8;3;746;6;2007;WD;Normal;225000
308;NA;7920;Pave;AllPub;Artery;1920;GasA;TA;Y;1035;371;1;0;3;1;Fa;6;0;0;3;2008;WD;Normal;89500
309;NA;12342;Pave;AllPub;Norm;1940;GasA;Ex;Y;861;0;1;0;1;1;TA;4;2;539;3;2009;WD;Normal;82500
310;90;12378;Pave;AllPub;Norm;2003;GasA;Ex;Y;1944;0;2;0;3;1;Ex;8;3;708;11;2006;WD;Normal;360000
311;NA;7685;Pave;AllPub;Norm;1993;GasA;Gd;Y;697;804;2;1;3;1;Gd;6;2;420;5;2006;WD;Normal;165600
312;50;8000;Pave;AllPub;Norm;1948;GasA;Ex;Y;972;0;1;0;2;1;TA;5;1;240;5;2009;WD;Normal;132000
313;65;7800;Pave;AllPub;Artery;1939;GasA;TA;Y;793;325;1;0;3;1;TA;5;2;410;5;2006;WD;Normal;119900
314;150;215245;Pave;AllPub;Norm;1965;GasW;TA;Y;2036;0;2;0;3;1;TA;8;2;513;6;2009;WD;Normal;375000
315;60;9600;Pave;AllPub;Norm;1925;GasA;Ex;Y;832;809;1;1;3;1;Ex;6;2;546;8;2006;WD;Normal;178000
316;71;7795;Pave;AllPub;Norm;2004;GasA;Ex;Y;716;716;2;1;3;1;Gd;6;2;432;7;2009;WD;Normal;188500
317;94;13005;Pave;AllPub;Norm;1980;GasA;TA;Y;1153;1200;2;1;4;1;Ex;10;2;484;8;2009;WD;Normal;260000
318;75;9000;Pave;AllPub;Norm;2006;GasA;Ex;Y;1088;871;2;1;3;1;Gd;8;3;1025;12;2007;WD;Normal;270000
319;90;9900;Pave;AllPub;Norm;1993;GasA;Ex;Y;1372;1274;2;1;4;1;Gd;9;3;656;4;2009;WD;Normal;260000
320;NA;14115;Pave;AllPub;Norm;1980;GasA;TA;Y;1472;0;2;0;3;1;TA;6;2;588;6;2009;WD;Normal;187500
321;111;16259;Pave;AllPub;Norm;2006;GasA;Ex;Y;1249;1347;3;1;4;1;Gd;9;3;840;9;2006;New;Partial;342643
322;99;12099;Pave;AllPub;Norm;2004;GasA;Ex;Y;1136;1332;2;1;4;1;Gd;10;3;872;6;2007;WD;Normal;354000
323;86;10380;Pave;AllPub;Norm;1986;GasA;Ex;Y;1553;1177;2;1;4;1;Gd;8;2;576;8;2007;WD;Normal;301000
324;49;5820;Pave;AllPub;Norm;1955;GasA;Ex;Y;1163;0;1;0;3;1;TA;6;1;220;7;2006;WD;Normal;126175
325;96;11275;Pave;AllPub;PosN;1967;GasA;Ex;Y;1898;1080;2;1;5;1;Gd;11;2;564;6;2010;WD;Normal;242000
326;50;5000;Pave;AllPub;RRAe;1941;GasA;Po;N;803;0;1;0;2;1;TA;5;2;360;12;2007;WD;Normal;87000
327;32;10846;Pave;AllPub;Norm;1993;GasA;Ex;Y;1719;0;1;1;1;1;Gd;6;2;473;5;2008;Con;Normal;324000
328;80;11600;Pave;AllPub;Norm;1960;GasA;TA;Y;1383;0;1;1;3;1;TA;7;1;292;4;2006;WD;Normal;145250
329;NA;11888;Pave;AllPub;PosN;1916;GasA;Gd;N;1445;689;2;0;5;1;Gd;10;2;441;7;2009;WD;Normal;214500
330;60;6402;Pave;AllPub;Norm;1920;GasA;TA;N;596;596;1;0;3;1;TA;6;1;189;7;2009;WD;Normal;78000
331;NA;10624;Pave;AllPub;Norm;1964;GasA;TA;Y;1728;0;2;0;6;2;TA;10;1;352;11;2007;WD;Normal;119000
332;70;8176;Pave;AllPub;Norm;1958;GasA;Fa;Y;1056;0;1;0;3;1;TA;6;1;308;8;2007;WD;Normal;139000
333;85;10655;Pave;AllPub;Norm;2003;GasA;Ex;Y;1629;0;2;0;3;1;Gd;7;3;880;10;2009;WD;Normal;284000
334;59;8198;Pave;AllPub;Norm;2004;GasA;Ex;Y;1358;0;2;0;2;1;Gd;6;2;484;7;2008;WD;Normal;207000
335;59;9042;Pave;AllPub;Norm;1998;GasA;Gd;Y;943;695;2;1;3;1;TA;7;2;472;7;2008;WD;Normal;192000
336;NA;164660;Grvl;AllPub;Norm;1965;GasA;Ex;Y;1619;167;2;0;3;1;TA;7;2;529;8;2008;WD;Normal;228950
337;86;14157;Pave;AllPub;Norm;2005;GasA;Ex;Y;1922;0;2;0;3;1;Gd;8;3;676;7;2007;WD;Normal;377426
338;70;9135;Pave;AllPub;Norm;2002;GasA;Ex;Y;1536;0;2;0;3;1;Gd;7;2;532;12;2008;WD;Normal;214000
339;91;14145;Pave;AllPub;Norm;1984;GasA;Ex;Y;1621;0;2;0;3;1;Gd;8;2;440;5;2006;WD;Normal;202500
340;66;12400;Pave;AllPub;Feedr;1958;GasA;TA;Y;1215;0;1;0;3;1;TA;6;1;297;6;2009;WD;Normal;155000
341;85;14191;Pave;AllPub;Norm;2002;GasA;Ex;Y;993;915;2;1;4;1;Gd;9;2;431;4;2010;WD;Normal;202900
342;60;8400;Pave;AllPub;Feedr;1950;GasA;Gd;Y;841;0;1;0;2;1;TA;4;1;294;9;2009;WD;Normal;82000
343;NA;8544;Pave;AllPub;Norm;1949;Wall;Fa;N;1040;0;2;0;2;2;TA;6;2;400;5;2006;WD;Normal;87500
344;63;8849;Pave;AllPub;Norm;2005;GasA;Ex;Y;1684;0;2;0;2;1;Ex;6;2;564;7;2008;WD;Normal;266000
345;36;2592;Pave;AllPub;Norm;1976;GasA;TA;Y;536;576;1;1;3;1;TA;4;1;336;4;2010;WD;Normal;85000
346;65;6435;Pave;AllPub;RRAn;1939;GasA;Gd;Y;972;605;1;0;3;1;Fa;6;1;312;10;2006;WD;Normal;140200
347;NA;12772;Pave;AllPub;Norm;1960;GasA;TA;Y;958;0;1;0;2;1;TA;5;1;301;4;2007;WD;Normal;151500
348;NA;17600;Pave;AllPub;Norm;1960;GasA;Ex;Y;1478;0;2;0;3;1;TA;6;2;498;12;2009;WD;Normal;157500
349;36;2448;Pave;AllPub;Norm;2003;GasA;Ex;Y;764;862;2;1;2;1;Gd;6;2;474;10;2008;WD;Normal;154000
350;56;20431;Pave;AllPub;Norm;2005;GasA;Ex;Y;1848;880;2;1;4;1;Ex;10;3;706;4;2006;New;Partial;437154
351;68;7820;Pave;AllPub;Norm;2007;GasA;Ex;Y;1869;0;2;0;2;1;Ex;6;2;617;12;2007;New;Partial;318061
352;NA;5271;Pave;AllPub;Norm;1986;GasA;Gd;Y;1453;0;1;1;2;1;Gd;6;2;445;12;2006;WD;Abnorml;190000
353;60;9084;Pave;AllPub;Artery;1941;GasA;TA;N;616;495;1;0;3;1;TA;5;1;200;3;2008;ConLw;Normal;95000
354;60;8520;Pave;AllPub;Norm;1928;GasA;Gd;Y;720;0;1;0;2;1;TA;5;2;484;5;2010;WD;Normal;105900
355;60;8400;Pave;AllPub;Norm;1940;GasA;Ex;Y;1192;403;1;0;2;1;TA;6;1;240;6;2006;WD;Normal;140000
356;105;11249;Pave;AllPub;Norm;1995;GasA;Ex;Y;1200;0;2;0;3;1;Gd;6;2;521;8;2007;WD;Normal;177500
357;NA;9248;Pave;AllPub;Norm;1992;GasA;Gd;Y;1167;0;2;0;3;1;Gd;6;2;400;7;2009;WD;Normal;173000
358;44;4224;Pave;AllPub;Norm;1976;GasA;TA;Y;1142;0;1;1;3;1;TA;6;2;528;8;2007;WD;Normal;134000
359;92;6930;Pave;AllPub;Norm;1958;GasA;Ex;Y;1352;0;1;0;3;1;Gd;6;1;288;7;2006;WD;Abnorml;130000
360;78;12011;Pave;AllPub;Norm;1998;GasA;Ex;Y;1086;838;2;1;3;1;Gd;7;2;592;6;2006;WD;Normal;280000
361;NA;7540;Pave;AllPub;Norm;1978;GasA;Ex;Y;912;0;1;0;2;1;TA;5;2;470;6;2007;WD;Normal;156000
362;NA;9144;Pave;AllPub;Norm;1940;GasA;Gd;Y;988;517;1;0;3;1;TA;8;1;240;7;2008;WD;Normal;145000
363;64;7301;Pave;AllPub;Norm;2003;GasA;Ex;Y;495;1427;3;0;4;1;Gd;7;2;672;7;2009;ConLD;Normal;198500
364;21;1680;Pave;AllPub;Norm;1972;GasA;Gd;Y;483;504;1;1;2;1;Gd;5;1;264;5;2009;WD;Normal;118000
365;NA;18800;Pave;AllPub;Norm;1976;GasA;TA;Y;790;784;2;1;3;1;TA;6;2;566;7;2006;WD;Normal;190000
366;59;10690;Pave;AllPub;Norm;1920;GasA;Gd;Y;672;672;1;0;3;1;TA;6;1;468;7;2009;WD;Normal;147000
367;NA;9500;Pave;AllPub;Norm;1963;GasA;Gd;Y;1394;0;1;1;3;1;TA;6;2;514;7;2009;WD;Normal;159000
368;101;9150;Pave;AllPub;Norm;1962;GasA;Gd;Y;1431;0;1;0;3;1;TA;6;1;296;12;2008;WD;Normal;165000
369;78;7800;Pave;AllPub;Norm;1954;GasA;Gd;Y;1268;0;1;0;2;1;TA;7;1;244;3;2010;WD;Normal;132000
370;NA;9830;Pave;AllPub;Norm;1959;GasA;Ex;Y;1287;0;1;0;3;1;Gd;7;2;576;3;2010;WD;Normal;162000
371;NA;8121;Pave;AllPub;Norm;2000;GasA;Ex;Y;953;711;2;1;3;1;TA;7;2;460;1;2006;WD;Normal;172400
372;80;17120;Pave;AllPub;Feedr;1959;GasA;TA;Y;1120;468;2;0;4;1;TA;7;2;680;7;2008;WD;Normal;134432
373;50;7175;Pave;AllPub;Norm;1984;GasA;TA;Y;752;0;1;0;2;1;TA;4;1;264;2;2010;WD;Normal;125000
374;79;10634;Pave;AllPub;Norm;1953;GasA;TA;Y;1319;0;1;0;3;1;TA;5;1;270;11;2009;WD;Normal;123000
375;65;8200;Pave;AllPub;Norm;2003;GasA;Ex;Y;847;1081;2;1;4;1;Gd;8;2;434;7;2007;WD;Normal;219500
376;NA;10020;Pave;AllPub;Norm;1922;GasA;Gd;N;904;0;0;1;1;1;Fa;4;0;0;3;2009;WD;Normal;61000
377;57;8846;Pave;AllPub;Norm;1996;GasA;Ex;Y;914;0;1;0;2;1;TA;5;2;576;7;2006;WD;Normal;148000
378;102;11143;Pave;AllPub;Norm;2004;GasA;Ex;Y;1580;886;3;0;4;1;Gd;8;2;610;12;2007;WD;Normal;340000
379;88;11394;Pave;AllPub;Norm;2010;GasA;Ex;Y;1856;0;1;1;1;1;Ex;8;3;834;6;2010;New;Partial;394432
380;60;8123;Pave;AllPub;RRAn;2000;GasA;Ex;Y;1007;793;2;1;3;1;TA;7;2;463;6;2009;WD;Normal;179000
381;50;5000;Pave;AllPub;Norm;1924;GasA;TA;Y;1026;665;2;0;3;1;Gd;6;1;308;5;2010;WD;Normal;127000
382;60;7200;Pave;AllPub;Norm;2006;GasA;Ex;Y;1301;0;2;0;2;1;Gd;5;2;572;8;2006;New;Partial;187750
383;79;9245;Pave;AllPub;Norm;2006;GasA;Ex;Y;939;858;2;1;3;1;Gd;8;2;639;4;2007;WD;Normal;213500
384;60;9000;Pave;AllPub;Norm;1928;GasA;TA;N;784;0;1;0;2;1;TA;5;2;360;10;2009;WD;Normal;76000
385;NA;53107;Pave;AllPub;Feedr;1992;GasA;Ex;Y;1079;874;2;1;3;1;Gd;9;2;501;6;2007;WD;Normal;240000
386;43;3182;Pave;AllPub;Norm;2004;GasA;Ex;Y;1269;0;2;0;2;1;Gd;6;2;430;4;2010;WD;Normal;192000
